Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0245000,Conserved hypothetical protein,,,,isoprenoid metabolic process,1.993478077
Os01g0245532,"Similar to J075123K08, full insert sequence",,,,isoprenoid metabolic process,-1.743843876
Os01g0245600,Conserved hypothetical protein,,,,isoprenoid metabolic process,3.294277245
Os01g0245700,Domain of unknown function DUF1618 domain containing protein,,,,isoprenoid metabolic process,-2.498483501
Os01g0246100,"Zinc finger, RING/FYVE/PHD-type domain containing protein",GO:0016746,"transferase activity, transferring acyl groups",4327198,isoprenoid metabolic process,-2.429402546
Os01g0246100,"Zinc finger, RING/FYVE/PHD-type domain containing protein",GO:0016746,"transferase activity, transferring acyl groups",4327199,isoprenoid metabolic process,1.650489722
Os01g0246100,"Zinc finger, RING/FYVE/PHD-type domain containing protein",GO:0016746,"transferase activity, transferring acyl groups",4327199,lipid localization,4.000917881
Os01g0246400,Similar to TCP-domain protein,GO:0006355,"regulation of transcription, DNA-templated",4345780,lipid localization,-1.428396194
Os01g0246400,"Similar to Low molecular mass early light-inducible protein HV90, chloroplast precursor (ELIP)",GO:0009535,chloroplast thylakoid membrane,4345782,lipid localization,2.948349907
Os01g0246400,"Similar to Low molecular mass early light-inducible protein HV90, chloroplast precursor (ELIP)",GO:0009535,chloroplast thylakoid membrane,,lipid localization,4.096090388
Os01g0246400 /// Os07g0178800,,,,4338464,lipid localization,-2.186996759
Os01g0246500,Similar to Minus dominance protein,GO:0003677,DNA binding,4327234,lipid localization,-1.214362547
Os01g0246500,,,,,lipid localization,3.200027302
Os01g0246500,Similar to Minus dominance protein,GO:0003677,DNA binding,,lipid localization,3.478188666
Os01g0246700,Similar to WRKY transcription factor 1,,,4349386,secondary metabolic process,2.969616809
Os01g0246700,Similar to WRKY transcription factor 1,,,4349387,secondary metabolic process,-2.055737105
Os01g0247500,"Protein kinase, core domain containing protein",GO:0006468,protein phosphorylation,4334276,secondary metabolic process,-0.953198527
Os01g0247600,Conserved hypothetical protein,GO:0016021,integral component of membrane,4340843,secondary metabolic process,-1.075350823
Os01g0247700,Similar to inner membrane transport protein,GO:0055085,transmembrane transport,,secondary metabolic process,2.855506737
Os01g0247700,Similar to inner membrane transport protein,GO:0055085,transmembrane transport,,secondary metabolic process,-1.743843876
Os01g0247900,AWPM-19-like family protein,GO:0016021,integral component of membrane,9269259,secondary metabolic process,3.217340821
Os01g0247900,,,,4332833,secondary metabolic process,2.366989383
Os01g0247900,AWPM-19-like family protein,GO:0016021,integral component of membrane,4332833,secondary metabolic process,2.748355001
Os01g0248000,Stigma-specific protein Stig1 family protein,,,4333770,secondary metabolic process,-2.498483501
Os01g0248300,Similar to Pathogen-related protein,,,9271292,secondary metabolic process,-2.801939169
Os01g0248400,Similar to Isocitrate dehydrogenase (Fragment),GO:0006099,tricarboxylic acid cycle,4347911,secondary metabolic process,2.331627765
Os01g0248500,Similar to Pathogen-related protein,,,4347912,secondary metabolic process,-3.849637946
Os01g0248600,"GINS complex, Psf2 component family protein",GO:0000811,GINS complex,4347925,secondary metabolic process,-3.135429708
Os01g0248701,Terpenoid synthase domain containing protein,GO:0008299,isoprenoid biosynthetic process,,secondary metabolic process,-2.747887085
Os01g0248701,Terpenoid synthase domain containing protein,GO:0008299,isoprenoid biosynthetic process,,secondary metabolic process,-1.566133395
Os01g0248800,Conserved hypothetical protein,,,,secondary metabolic process,-3.322822817
Os01g0248800,Conserved hypothetical protein,,,,secondary metabolic process,2.311536274
Os01g0248800,,,,,oxoacid metabolic process,1.789689657
Os01g0248800,,,,,oxoacid metabolic process,1.271964353
Os01g0248900,"Alpha-expansin, Mediation of the cell extension and growth, Root system architectur",GO:0005576,extracellular region,4332649,oxoacid metabolic process,-2.909134325
Os01g0249100,Similar to Expansin-A9,GO:0005576,extracellular region,,oxoacid metabolic process,-2.09527536
Os01g0249200,Similar to Nectarin 1 precursor (EC 1.15.1.1) (Superoxide dismutase [Mn]),GO:0045735,nutrient reservoir activity,4324606,oxoacid metabolic process,-3.161353679
Os01g0249300,Lg106-like family protein,GO:0004864,protein phosphatase inhibitor activity,9270768,oxoacid metabolic process,3.748201971
Os01g0249700,"Heavy metal-associated domain, HMA domain containing protein",GO:0030001,metal ion transport,4349389,oxoacid metabolic process,2.365054264
Os01g0249800,"Heavy metal-associated domain, HMA domain containing protein",GO:0030001,metal ion transport,,oxoacid metabolic process,1.521832431
Os01g0249900,Protein of unknown function DUF573 family protein,GO:0043565,sequence-specific DNA binding,4333825,oxoacid metabolic process,-1.585383807
Os01g0250200,Conserved hypothetical protein,,,,oxoacid metabolic process,1.797753573
Os01g0250600,,,,4334853,oxoacid metabolic process,2.436431691
Os01g0250600,Conserved hypothetical protein,,,4334854,oxoacid metabolic process,2.163875947
Os01g0250600,Conserved hypothetical protein,,,4334856,oxoacid metabolic process,-1.638820769
Os01g0250600,Conserved hypothetical protein,,,4338161,oxoacid metabolic process,2.300409077
Os01g0250600,Conserved hypothetical protein,,,,oxoacid metabolic process,-1.511585093
Os01g0250900,"HAD superfamily (subfamily IG) hydrolase, 5'-Nucleotidase protein",GO:0008253,5'-nucleotidase activity,4325291,oxoacid metabolic process,3.409851507
Os01g0251000,Protein of unknown function DUF3769 domain containing protein,GO:0005774,vacuolar membrane,,oxoacid metabolic process,3.868536357
Os01g0251000,Protein of unknown function DUF3769 domain containing protein,GO:0005774,vacuolar membrane,4335852,oxoacid metabolic process,1.390892955
Os01g0251000,Protein of unknown function DUF3769 domain containing protein,GO:0005774,vacuolar membrane,,oxoacid metabolic process,3.294277245
Os01g0251100,"Similar to 50S ribosomal protein L3-2, chloroplast precursor",GO:0003735,structural constituent of ribosome,4348862,oxoacid metabolic process,1.803972808
Os01g0251200,"Zinc finger, C2H2-like domain containing protein",GO:0003676,nucleic acid binding,4332925,oxoacid metabolic process,-1.983741736
Os01g0251200,"Zinc finger, C2H2-like domain containing protein",GO:0003676,nucleic acid binding,4332926,oxoacid metabolic process,5.215793149
Os01g0251400,Conserved hypothetical protein,,,4336074,oxoacid metabolic process,1.685158482
Os01g0251400,Conserved hypothetical protein,,,4336075,oxoacid metabolic process,1.900236823
Os01g0251400,Conserved hypothetical protein,,,4348870,oxoacid metabolic process,-2.498483501
Os01g0252100,Similar to Glycogen synthase kinase-3 homolog MsK-3 (EC 2.7.1.-),GO:0005524,ATP binding,4348867,oxoacid metabolic process,2.028526811
Os01g0252200,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,4340850,oxoacid metabolic process,-1.202923001
Os01g0252200,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,,oxoacid metabolic process,1.296568953
Os01g0252300,Hypothetical gene,,,,oxoacid metabolic process,3.100435228
Os01g0252300,Conserved hypothetical protein,,,,oxoacid metabolic process,-2.342870375
Os01g0252600,Similar to predicted protein,,,4349390,oxoacid metabolic process,-2.634938545
Os01g0252600,,,,4349391,oxoacid metabolic process,1.650489722
Os01g0252900,"Zinc finger, CCHC-type domain containing protein",GO:0003676,nucleic acid binding,4333296,oxoacid metabolic process,-2.7446855
Os01g0252900,,,,4333298,oxoacid metabolic process,-3.849637946
Os01g0253000,Similar to LpimPth3,GO:0009506,plasmodesma,4333909,oxoacid metabolic process,-2.142000153
Os01g0253000,Similar to LpimPth3,GO:0009506,plasmodesma,,oxoacid metabolic process,-2.187968652
Os01g0253100,Similar to Avr9/Cf-9 induced kinase 1,GO:0004672,protein kinase activity,9271005,oxoacid metabolic process,1.290207388
Os01g0253100,Similar to Avr9/Cf-9 induced kinase 1,GO:0004672,protein kinase activity,4346309,organic acid metabolic process,1.789689657
Os01g0253200,Similar to pectinesterase inhibitor domain containing protein,GO:0004857,enzyme inhibitor activity,,organic acid metabolic process,1.271964353
Os01g0253300,Importin alpha-1a subunit,GO:0005643,nuclear pore,4333809,organic acid metabolic process,-2.909134325
Os01g0253400,Protein of unknown function DUF1218 family protein,GO:0016021,integral component of membrane,4332863,organic acid metabolic process,-2.09527536
Os01g0253500,Conserved hypothetical protein,,,4349391,organic acid metabolic process,-3.161353679
Os01g0253600,Replication factor A protein 3 domain containing protein,GO:0003677,DNA binding,4335184,organic acid metabolic process,3.748201971
Os01g0253800,,,,,organic acid metabolic process,2.365054264
Os01g0253800,Conserved hypothetical protein,,,,organic acid metabolic process,1.521832431
Os01g0253800,Conserved hypothetical protein,,,,organic acid metabolic process,-1.585383807
Os01g0253900,Similar to triacylglycerol lipase,GO:0008970,phospholipase A1 activity,4335194,organic acid metabolic process,1.797753573
Os01g0253900,Similar to triacylglycerol lipase,GO:0008970,phospholipase A1 activity,,organic acid metabolic process,2.436431691
Os01g0253900,Similar to triacylglycerol lipase,GO:0008970,phospholipase A1 activity,4335195,organic acid metabolic process,2.163875947
Os01g0254000,Similar to NTGB2 (Fragment),GO:0005525,GTP binding,4325188,organic acid metabolic process,-1.638820769
Os01g0254000,,,,,organic acid metabolic process,2.300409077
Os01g0254100,Similar to CTV.2,GO:0006355,"regulation of transcription, DNA-templated",4336191,organic acid metabolic process,-1.511585093
Os01g0254100,Similar to CTV.2,GO:0006355,"regulation of transcription, DNA-templated",4336192,organic acid metabolic process,3.409851507
Os01g0254200,Conserved hypothetical protein,GO:0016021,integral component of membrane,4336193,organic acid metabolic process,3.868536357
Os01g0254200,Conserved hypothetical protein,GO:0016021,integral component of membrane,,organic acid metabolic process,1.390892955
Os01g0254200,Conserved hypothetical protein,GO:0016021,integral component of membrane,4336195,organic acid metabolic process,3.294277245
Os01g0254300,Pectinesterase (EC 3.1.1.11) (Fragment),GO:0004857,enzyme inhibitor activity,,organic acid metabolic process,1.803972808
Os01g0254300,Pectinesterase (EC 3.1.1.11) (Fragment),GO:0004857,enzyme inhibitor activity,,organic acid metabolic process,-1.983741736
Os01g0254900,Similar to Syntaxin 22 (AtSYP22) (AtVAM3),GO:0006886,intracellular protein transport,4327205,organic acid metabolic process,5.215793149
Os01g0255000,Similar to Soluble epoxide hydrolase,GO:0016787,hydrolase activity,4324194,organic acid metabolic process,1.685158482
Os01g0255100,Similar to Soluble epoxide hydrolase,GO:0016787,hydrolase activity,4339530,organic acid metabolic process,1.900236823
Os01g0255700,Conserved hypothetical protein,,,,organic acid metabolic process,-2.498483501
Os01g0255700,Conserved hypothetical protein,,,,organic acid metabolic process,2.028526811
Os01g0256300,Conserved hypothetical protein,,,,organic acid metabolic process,-1.202923001
Os01g0256400,Similar to Dynein light chain 1 protein DLC-1 (Fragment),GO:0005874,microtubule,4327633,organic acid metabolic process,1.296568953
Os01g0256400,Similar to Dynein light chain 1 protein DLC-1 (Fragment),GO:0005874,microtubule,,organic acid metabolic process,3.100435228
Os01g0256500,,,,9269812,organic acid metabolic process,-2.342870375
Os01g0256500,Similar to ZnI,GO:0005739,mitochondrion,4334774,organic acid metabolic process,-2.634938545
Os01g0256500,,,,4335421,organic acid metabolic process,1.650489722
Os01g0256600,Ribosomal protein L18/L5 domain containing protein,GO:0003735,structural constituent of ribosome,4340498,organic acid metabolic process,-2.7446855
Os01g0256600,,,,,organic acid metabolic process,-3.849637946
Os01g0256800,Similar to zinc finger helicase family protein,GO:0046872,metal ion binding,4328528,organic acid metabolic process,-2.142000153
Os01g0256800,Similar to zinc finger helicase family protein,GO:0046872,metal ion binding,4338573,organic acid metabolic process,-2.187968652
Os01g0256900,Similar to SmX6 protein,GO:0000387,spliceosomal snRNP assembly,4328527,organic acid metabolic process,1.290207388
Os01g0257100,Rapid ALkalinization Factor family protein,GO:0019722,calcium-mediated signaling,4325200,lipid metabolic process,1.789689657
Os01g0257300,Similar to FPF1,GO:0005525,GTP binding,4337686,lipid metabolic process,1.271964353
Os01g0257400,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,4348160,lipid metabolic process,-1.247141436
Os01g0257400,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,4348162,lipid metabolic process,1.244407898
Os01g0257400,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,4348163,lipid metabolic process,1.521832431
Os01g0257900,Hypothetical protein,,,,lipid metabolic process,1.797753573
Os01g0258000,Conserved hypothetical protein,,,4329030,lipid metabolic process,-0.953198527
Os01g0258000,,,,4329031,lipid metabolic process,2.436431691
Os01g0258600,Similar to predicted protein,GO:0016021,integral component of membrane,,lipid metabolic process,2.163875947
Os01g0258700,"Zinc finger, CCCH-type domain containing protein",GO:0046872,metal ion binding,4348848,lipid metabolic process,1.993478077
Os01g0258700,"Zinc finger, CCCH-type domain containing protein",GO:0046872,metal ion binding,4348849,lipid metabolic process,-1.482347169
Os01g0259200,Similar to serine/threonine protein kinase PBS1,GO:0006468,protein phosphorylation,4326311,lipid metabolic process,-1.743843876
Os01g0259200,,,,4326312,lipid metabolic process,3.255113881
Os01g0259400,Armadillo-type fold domain containing protein,GO:0004672,protein kinase activity,4338840,lipid metabolic process,3.868536357
Os01g0259600,Similar to phosphoadenosine phosphosulfate (PAPS) reductase family protein,GO:0003919,FMN adenylyltransferase activity,4325808,lipid metabolic process,4.093947335
Os01g0259900,Conserved hypothetical protein,,,4336232,lipid metabolic process,-1.707851699
Os01g0260000,Protein prenyltransferase domain containing protein,GO:0009451,RNA modification,4332923,lipid metabolic process,-3.101493255
Os01g0260100,Similar to Kinesin heavy chain (Fragment),GO:0007018,microtubule-based movement,4330610,lipid metabolic process,3.294277245
Os01g0260500,,,,,lipid metabolic process,1.685158482
Os01g0260500,,,,,lipid metabolic process,-2.498483501
Os01g0260500,Hypothetical conserved gene,GO:0043531,ADP binding,,lipid metabolic process,-2.429402546
Os01g0260700,Similar to PUR ALPHA-1,GO:0043565,sequence-specific DNA binding,4325164,lipid metabolic process,1.257442184
Os01g0260800,Conserved hypothetical protein,,,9267815,lipid metabolic process,-2.342870375
Os01g0261100,"Zinc finger, RING-type domain containing protein",GO:0046872,metal ion binding,4327908,lipid metabolic process,-2.394647322
Os01g0261100,"Zinc finger, RING-type domain containing protein",GO:0046872,metal ion binding,4327908,lipid metabolic process,1.650489722
Os01g0261100,Hypothetical gene,,,4340018,lipid metabolic process,-2.7446855
Os01g0261200,No apical meristem (NAM) protein domain containing protein,GO:0006355,"regulation of transcription, DNA-templated",,lipid metabolic process,1.37049881
Os01g0261500,Similar to Nucleoside-diphosphate-sugar epimerase,,,4331871,lipid metabolic process,1.290207388
Os01g0261500,,,,4331871,nucleic acid binding transcription factor activity,3.564146107
Os01g0261700,Similar to Agmatine coumaroyltransferase,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",4342421,nucleic acid binding transcription factor activity,2.929132673
Os01g0262000,Similar to agmatine coumaroyltransferase,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",4349393,nucleic acid binding transcription factor activity,0.710987695
Os01g0262000,Similar to agmatine coumaroyltransferase,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",107278242,nucleic acid binding transcription factor activity,1.205329863
Os01g0262500,TRAM/LAG1/CLN8 homology domain domain containing protein,GO:0016021,integral component of membrane,4333916,nucleic acid binding transcription factor activity,-1.113002033
Os01g0262600,"Glycosyltransferase, Pollen wall formatio",GO:0016021,integral component of membrane,4332247,nucleic acid binding transcription factor activity,2.546511624
Os01g0262700,,,,4325218,nucleic acid binding transcription factor activity,2.311306627
Os01g0262700,Similar to predicted protein,,,4336145,nucleic acid binding transcription factor activity,3.843342052
Os01g0262700,Similar to predicted protein,,,4336146,nucleic acid binding transcription factor activity,1.349650807
Os01g0262700,Similar to predicted protein,,,,nucleic acid binding transcription factor activity,1.249502867
Os01g0263000,Similar to Peroxidase,GO:0042744,hydrogen peroxide catabolic process,,nucleic acid binding transcription factor activity,1.901698589
Os01g0263300,Similar to Peroxidase 72 precursor (EC 1.11.1.7) (Atperox P72) (PRXR8) (ATP6a),GO:0042744,hydrogen peroxide catabolic process,4326201,nucleic acid binding transcription factor activity,2.273013695
Os01g0263400,Pentatricopeptide repeat domain containing protein,GO:0005739,mitochondrion,4349394,nucleic acid binding transcription factor activity,-1.801465554
Os01g0263500,Similar to predicted protein,GO:0016592,mediator complex,,nucleic acid binding transcription factor activity,2.806214132
Os01g0263600,U5 snRNP-associated 102 kDa protein (U5-102 kDa protein),GO:0000244,spliceosomal tri-snRNP complex assembly,4325988,nucleic acid binding transcription factor activity,2.21472732
Os01g0263600,U5 snRNP-associated 102 kDa protein (U5-102 kDa protein),GO:0000244,spliceosomal tri-snRNP complex assembly,4325989,nucleic acid binding transcription factor activity,0.980895066
Os01g0264000,"Dof transcription factor, Promotion of nutrient ion uptake and accumulatio",GO:0006355,"regulation of transcription, DNA-templated",4323909,nucleic acid binding transcription factor activity,1.908903999
Os01g0264000,,,,4323909,nucleic acid binding transcription factor activity,3.545688189
Os01g0264000,"Dof transcription factor, Promotion of nutrient ion uptake and accumulatio",GO:0006355,"regulation of transcription, DNA-templated",4323909,nucleic acid binding transcription factor activity,2.612985919
Os01g0264100,Similar to UDP-glucose pyrophosphorylase,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,4349395,nucleic acid binding transcription factor activity,1.640747433
Os01g0264100,Similar to UDP-glucose pyrophosphorylase,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,4349396,nucleic acid binding transcription factor activity,0.321353917
Os01g0264100,,,,4349396,nucleic acid binding transcription factor activity,2.153850023
Os01g0264100,,,,4349399,nucleic acid binding transcription factor activity,3.681075233
Os01g0264400,Conserved hypothetical protein,,,,nucleic acid binding transcription factor activity,2.60786567
Os01g0264400,Conserved hypothetical protein,,,4343843,nucleic acid binding transcription factor activity,4.282240677
Os01g0264500,Similar to T11I18.15 protein,GO:0016021,integral component of membrane,4348467,nucleic acid binding transcription factor activity,-1.422726097
Os01g0264600,Conserved hypothetical protein,GO:0009638,phototropism,,nucleic acid binding transcription factor activity,1.818525351
Os01g0264700,Cellular retinaldehyde binding/alpha-tocopherol transport family protein,GO:0008526,phosphatidylinositol transfer activity,4348594,nucleic acid binding transcription factor activity,1.310887019
Os01g0264800,,,,,nucleic acid binding transcription factor activity,-1.072997827
Os01g0265000,,,,,nucleic acid binding transcription factor activity,1.174311772
Os01g0265000,,,,,nucleic acid binding transcription factor activity,-1.090797329
Os01g0265100,Similar to ADP-ribosylation factor,GO:0005525,GTP binding,4334186,transcription factor activity,3.564146107
Os01g0265100,Similar to ADP-ribosylation factor,GO:0005525,GTP binding,4334187,transcription factor activity,2.929132673
Os01g0265200,"Mitochondrial carrier protein, Early leaf developmen",GO:0055085,transmembrane transport,4327329,transcription factor activity,0.710987695
Os01g0265400,Conserved hypothetical protein,,,4324855,transcription factor activity,1.205329863
Os01g0265400,Conserved hypothetical protein,,,4333510,transcription factor activity,-1.113002033
Os01g0265400,Conserved hypothetical protein,,,4335843,transcription factor activity,2.546511624
Os01g0265400,,,,4348897,transcription factor activity,2.311306627
Os01g0265400,,,,4349401,transcription factor activity,3.843342052
Os01g0265400,Conserved hypothetical protein,,,,transcription factor activity,1.349650807
Os01g0265700,Conserved hypothetical protein,,,4324856,transcription factor activity,1.249502867
Os01g0265800,RNA-binding region RNP-1  (RNA recognition motif) domain containing protein,GO:0003723,RNA binding,4327135,transcription factor activity,1.901698589
Os01g0265900,Similar to translin family protein,GO:0043565,sequence-specific DNA binding,,transcription factor activity,2.273013695
Os01g0265900,Similar to translin family protein,GO:0043565,sequence-specific DNA binding,,transcription factor activity,-1.801465554
Os01g0266000,RNA-binding protein Lupus La domain containing protein,GO:0070370,cellular heat acclimation,4331296,transcription factor activity,2.806214132
Os01g0266000,RNA-binding protein Lupus La domain containing protein,GO:0070370,cellular heat acclimation,4331298,transcription factor activity,2.21472732
Os01g0266100,Similar to RING finger family protein,GO:0061630,ubiquitin protein ligase activity,4340297,transcription factor activity,0.980895066
Os01g0266100,,,,,transcription factor activity,1.908903999
Os01g0266200,Conserved hypothetical protein,,,4338968,transcription factor activity,3.545688189
Os01g0266200,Conserved hypothetical protein,,,4338968,transcription factor activity,2.612985919
Os01g0266200,,,,4339803,transcription factor activity,1.640747433
Os01g0266400,Conserved hypothetical protein,,,4333003,transcription factor activity,0.321353917
Os01g0266500,Phenazine biosynthesis PhzC/PhzF protein family protein,GO:0009058,biosynthetic process,4328804,transcription factor activity,2.153850023
Os01g0266500,Phenazine biosynthesis PhzC/PhzF protein family protein,GO:0009058,biosynthetic process,4349402,transcription factor activity,3.681075233
Os01g0266600,Thioredoxin fold domain containing protein,GO:0005759,mitochondrial matrix,4326237,transcription factor activity,2.60786567
Os01g0266600,,,,4349402,transcription factor activity,4.282240677
Os01g0266800,Cystinosin/ERS1p repeat containing protein,GO:0016021,integral component of membrane,4327018,transcription factor activity,-1.422726097
Os01g0267100,MT-A70 family protein,GO:0008168,methyltransferase activity,4329441,transcription factor activity,1.818525351
Os01g0267100,,,,,transcription factor activity,1.310887019
Os01g0267100,,,,4329443,transcription factor activity,-1.072997827
Os01g0267200,Similar to 26S proteasome non-ATPase regulatory subunit 14 (26S proteasome regulatory subunit rpn11),GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4323946,transcription factor activity,1.174311772
Os01g0267300,Hypothetical conserved gene,GO:0005615,extracellular space,,transcription factor activity,-1.090797329
Os01g0267400,Similar to cell number regulator 5,GO:0016021,integral component of membrane,4336190,oxidoreductase activity,1.786854262
Os01g0267400,Similar to cell number regulator 5,GO:0016021,integral component of membrane,,oxidoreductase activity,3.748201971
Os01g0267600,"Sad1/UNC-like, C-terminal domain containing protein",GO:0005635,nuclear envelope,4330501,oxidoreductase activity,3.141656679
Os01g0267800,Serine/threonine protein kinase domain containing protein,GO:0006468,protein phosphorylation,,oxidoreductase activity,1.566797134
Os01g0267800,Serine/threonine protein kinase domain containing protein,GO:0006468,protein phosphorylation,,oxidoreductase activity,2.365054264
Os01g0267900,"Calmodulin, Ca<sup>2+</sup> sensor, Ca<sup>2+</sup> signallin",GO:0019722,calcium-mediated signaling,4336015,oxidoreductase activity,-3.352860694
Os01g0268100,Similar to Major facilitator superfamily antiporter,GO:0022857,transmembrane transporter activity,,oxidoreductase activity,1.797753573
Os01g0268300,Similar to DNA gyrase B subunit,GO:0005694,chromosome,4334641,oxidoreductase activity,-2.500468498
Os01g0268600,"Glycoside hydrolase, family 31 protein",GO:0030246,carbohydrate binding,107277615,oxidoreductase activity,-1.671201447
Os01g0268700,"Protein of unknown function DUF617, plant domain containing protein",GO:0010274,hydrotropism,,oxidoreductase activity,-2.055737105
Os01g0268800,"Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote domain containing protein",GO:0004252,serine-type endopeptidase activity,,oxidoreductase activity,-0.953198527
Os01g0268900,Conserved hypothetical protein,,,4334960,oxidoreductase activity,-2.399172779
Os01g0268900,Conserved hypothetical protein,,,4334960,oxidoreductase activity,1.502399743
Os01g0269000,Similar to Hydroxymethylglutaryl-CoA lyase,GO:0004419,hydroxymethylglutaryl-CoA lyase activity,4346775,oxidoreductase activity,2.163875947
Os01g0269000,Similar to Hydroxymethylglutaryl-CoA lyase,GO:0004419,hydroxymethylglutaryl-CoA lyase activity,4346776,oxidoreductase activity,1.993478077
Os01g0269000,Similar to Hydroxymethylglutaryl-CoA lyase,GO:0004419,hydroxymethylglutaryl-CoA lyase activity,4346779,oxidoreductase activity,2.855506737
Os01g0269100,Similar to Rab proteins geranylgeranyltransferase component A 2 (Rab escort protein 2) (REP-2) (Choroideraemia-like protein),GO:0007264,small GTPase mediated signal transduction,4346862,oxidoreductase activity,-2.060418088
Os01g0269100,Similar to Rab proteins geranylgeranyltransferase component A 2 (Rab escort protein 2) (REP-2) (Choroideraemia-like protein),GO:0007264,small GTPase mediated signal transduction,4346863,oxidoreductase activity,3.814968017
Os01g0269500,Conserved hypothetical protein,GO:0005524,ATP binding,4333351,oxidoreductase activity,2.609381895
Os01g0269500,Conserved hypothetical protein,GO:0005524,ATP binding,4333352,oxidoreductase activity,-1.511585093
Os01g0269800,NB-ARC domain containing protein,,,4335843,oxidoreductase activity,-1.743843876
Os01g0269900,Actin/actin-like family protein,GO:0006338,chromatin remodeling,4334672,oxidoreductase activity,-2.429596942
Os01g0269900,Actin/actin-like family protein,GO:0006338,chromatin remodeling,4334673,oxidoreductase activity,3.868536357
Os01g0269900,Actin/actin-like family protein,GO:0006338,chromatin remodeling,4334674,oxidoreductase activity,1.603810553
Os01g0269900,,,,,oxidoreductase activity,2.287469323
Os01g0270100,Similar to Cysteine protease inhibitor,GO:0005576,extracellular region,,oxidoreductase activity,-2.022470857
Os01g0270300,Similar to Cationic peroxidase isozyme 40K precursor,GO:0042744,hydrogen peroxide catabolic process,4326212,oxidoreductase activity,3.217340821
Os01g0270700,"Phosphatidylinositol 3-/4-kinase, catalytic domain containing protein",,,9269727,oxidoreductase activity,1.634344202
Os01g0270700,"Phosphatidylinositol 3-/4-kinase, catalytic domain containing protein",,,9272168,oxidoreductase activity,2.366989383
Os01g0271000,Conserved hypothetical protein,GO:0016021,integral component of membrane,4336533,oxidoreductase activity,3.294277245
Os01g0271200,Similar to Glutamyl-tRNA synthetase,GO:0006424,glutamyl-tRNA aminoacylation,4334761,oxidoreductase activity,1.416284517
Os01g0271400,"Peptidase S14, ClpP family protein",GO:0004176,ATP-dependent peptidase activity,4334314,oxidoreductase activity,5.215793149
Os01g0271400,"Peptidase S14, ClpP family protein",GO:0004176,ATP-dependent peptidase activity,4341751,oxidoreductase activity,2.748355001
Os01g0271500,Similar to RUB-activating enzyme (Ubiquitin activating enzyme E1-like protein),GO:0008641,ubiquitin-like modifier activating enzyme activity,4326083,oxidoreductase activity,-2.218555401
Os01g0271700,,,,9266896,oxidoreductase activity,-2.498483501
Os01g0271700,,,,4334818,oxidoreductase activity,-2.801939169
Os01g0271700,Conserved hypothetical protein,,,4334819,oxidoreductase activity,1.257442184
Os01g0271700,,,,,oxidoreductase activity,-2.342870375
Os01g0271700,,,,,oxidoreductase activity,-3.0201914
Os01g0272600,Similar to Root determined nodulation 1,GO:0016021,integral component of membrane,4334149,oxidoreductase activity,-2.634938545
Os01g0272600,,,,4334150,oxidoreductase activity,0.660213984
Os01g0272700,Hypothetical conserved gene,GO:0046658,anchored component of plasma membrane,,oxidoreductase activity,2.018598798
Os01g0272700,Hypothetical conserved gene,GO:0046658,anchored component of plasma membrane,,oxidoreductase activity,-2.7446855
Os01g0272800,Conserved hypothetical protein,,,,oxidoreductase activity,-3.135429708
Os01g0272800,Conserved hypothetical protein,,,,oxidoreductase activity,-2.747887085
Os01g0272800,Conserved hypothetical protein,,,,oxidoreductase activity,-2.187968652
Os01g0273000,Similar to 26 proteasome complex subunit DSS1 (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1),GO:0043248,proteasome assembly,4329416,oxidoreductase activity,1.751387372
Os01g0273000,Similar to 26 proteasome complex subunit DSS1 (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1),GO:0043248,proteasome assembly,9271519,oxidoreductase activity,1.755950842
Os01g0273100,Similar to Ubiquitin conjugating protein-like (Ubiquitin-conjugating enzyme) (Ubiquitinating enzyme),GO:0031145,anaphase-promoting complex-dependent catabolic process,4330473,oxidoreductase activity,1.290207388
Os01g0273200,Conserved hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",4334089,DNA binding,1.789689657
Os01g0273200,Conserved hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",4334089,DNA binding,2.319659284
Os01g0273300,BSD domain containing protein,,,4335838,DNA binding,2.85091834
Os01g0273500,"Heat shock protein DnaJ, N-terminal domain containing protein",GO:0005515,protein binding,4326986,DNA binding,3.564146107
Os01g0273500,,,,4337198,DNA binding,-1.98224139
Os01g0273500,"Heat shock protein DnaJ, N-terminal domain containing protein",GO:0005515,protein binding,4337205,DNA binding,1.599188204
